Gene,GC,AU,Length,Polar%,Non-Polar%
YLR272C   ,36.2      ,35.2      ,3531      ,28.6      ,71.4
YLR273C   ,36.1      ,34.8      ,1947      ,29.2      ,70.8
YLR275W   ,32.4      ,36.6      ,423       ,31.0      ,69.0
YLR276C   ,36.0      ,37.1      ,1785      ,26.9      ,73.1
YLR277C   ,37.7      ,32.7      ,2340      ,29.6      ,70.4
YLR278C   ,39.7      ,33.6      ,4026      ,26.7      ,73.3
YLR281C   ,55.8      ,28.8      ,468       ,15.4      ,84.6
YLR283W   ,36.8      ,35.7      ,945       ,27.5      ,72.5
YLR284C   ,38.8      ,33.1      ,843       ,28.1      ,71.9
YLR285W   ,37.8      ,32.1      ,786       ,30.2      ,69.8
YLR286C   ,40.9      ,28.7      ,1689      ,30.5      ,69.5
YLR287C   ,35.8      ,36.6      ,1068      ,27.6      ,72.4
YLR288C   ,40.2      ,34.2      ,1425      ,25.5      ,74.5
YLR289W   ,38.6      ,33.8      ,1938      ,27.5      ,72.5
YLR290C   ,36.3      ,34.9      ,834       ,28.8      ,71.2
YLR291C   ,38.6      ,31.5      ,1146      ,29.9      ,70.1
YLR292C   ,38.7      ,34.5      ,582       ,26.8      ,73.2
YLR293C   ,41.7      ,30.8      ,660       ,27.6      ,72.4
YLR295C   ,41.9      ,34.4      ,375       ,23.7      ,76.3
YLR297W   ,39.2      ,31.5      ,390       ,29.2      ,70.8
YLR298C   ,39.2      ,38.8      ,696       ,22.0      ,78.0
YLR299W   ,42.9      ,30.2      ,1983      ,27.0      ,73.0
YLR300W   ,41.9      ,28.4      ,1347      ,29.7      ,70.3
YLR301W   ,39.7      ,31.4      ,735       ,28.8      ,71.2
YLR303W   ,41.3      ,28.2      ,1335      ,30.5      ,69.5
YLR308W   ,38.6      ,32.4      ,939       ,29.1      ,70.9
YLR309C   ,34.7      ,42.4      ,2736      ,22.8      ,77.2
YLR310C   ,37.0      ,34.3      ,4770      ,28.7      ,71.3
YLR312C   ,38.3      ,33.7      ,1197      ,28.0      ,72.0
YLR312W   ,39.1      ,35.2      ,859       ,25.7      ,74.3
YLR313C   ,38.6      ,34.2      ,1593      ,27.2      ,72.8
YLR314C   ,38.1      ,36.5      ,1563      ,25.4      ,74.6
YLR315W   ,43.9      ,30.3      ,462       ,25.8      ,74.2
YLR316C   ,42.5      ,33.0      ,1093      ,24.4      ,75.6
YLR318W   ,33.8      ,34.9      ,2655      ,31.3      ,68.7
YLR319C   ,38.7      ,36.2      ,2367      ,25.1      ,74.9
YLR320W   ,37.0      ,33.0      ,4365      ,30.0      ,70.0
YLR321C   ,39.3      ,36.3      ,1281      ,24.4      ,75.6
YLR323C   ,41.9      ,36.9      ,780       ,21.2      ,78.8
YLR324W   ,41.5      ,32.1      ,1572      ,26.3      ,73.7
YLR325C   ,38.8      ,35.0      ,237       ,26.2      ,73.8
YLR326W   ,42.6      ,33.1      ,723       ,24.3      ,75.7
YLR327C   ,44.8      ,35.6      ,261       ,19.5      ,80.5
YLR328W   ,40.2      ,32.0      ,1206      ,27.8      ,72.2
YLR329W   ,38.0      ,31.5      ,603       ,30.5      ,69.5
YLR330W   ,41.7      ,36.4      ,2016      ,21.9      ,78.1
YLR332W   ,41.5      ,28.4      ,1131      ,30.2      ,69.8
YLR336C   ,36.3      ,35.7      ,2700      ,27.9      ,72.1
YLR340W   ,44.6      ,25.6      ,939       ,29.8      ,70.2
YLR341W   ,34.2      ,35.8      ,1434      ,30.0      ,70.0
YLR345W   ,37.7      ,34.5      ,1530      ,27.8      ,72.2
YLR346C   ,37.6      ,36.9      ,306       ,25.5      ,74.5
YLR347C   ,41.1      ,30.2      ,2586      ,28.6      ,71.4
YLR348C   ,48.6      ,26.4      ,897       ,25.0      ,75.0
YLR350W   ,47.0      ,27.5      ,651       ,25.5      ,74.5
YLR351C   ,43.4      ,30.1      ,876       ,26.5      ,73.5
YLR352W   ,37.5      ,32.6      ,2424      ,29.9      ,70.1
YLR353W   ,41.9      ,33.8      ,1812      ,24.3      ,75.7
YLR354C   ,42.1      ,30.8      ,1008      ,27.2      ,72.8
YLR355C   ,46.2      ,27.6      ,1188      ,26.2      ,73.8
YLR356W   ,44.1      ,24.7      ,594       ,31.1      ,68.9
YLR357W   ,40.3      ,34.9      ,2670      ,24.8      ,75.2
YLR359W   ,39.5      ,30.6      ,1449      ,29.8      ,70.2
YLR360W   ,35.4      ,35.2      ,1320      ,29.4      ,70.6
YLR363C   ,33.6      ,35.3      ,657       ,31.1      ,68.9
YLR363W   ,38.0      ,41.5      ,258       ,20.5      ,79.5
YLR369W   ,37.9      ,35.2      ,1974      ,26.8      ,73.2
YLR370C   ,41.3      ,29.2      ,537       ,29.4      ,70.6
YLR371W   ,38.4      ,33.6      ,4071      ,28.0      ,72.0
YLR372W   ,37.9      ,24.7      ,1038      ,37.5      ,62.5
YLR373C   ,37.8      ,33.0      ,2706      ,29.3      ,70.7
YLR375W   ,46.6      ,29.0      ,1032      ,24.4      ,75.6
YLR378C   ,45.9      ,23.3      ,1443      ,30.8      ,69.2
YLR380W   ,45.9      ,30.2      ,1227      ,23.9      ,76.1
YLR381W   ,38.6      ,30.7      ,2202      ,30.7      ,69.3
YLR382C   ,39.8      ,33.4      ,2685      ,26.8      ,73.2
YLR383W   ,37.2      ,36.8      ,3345      ,26.0      ,74.0
YLR384C   ,39.3      ,31.6      ,4050      ,29.1      ,70.9
YLR385C   ,42.9      ,32.1      ,399       ,25.1      ,74.9
YLR386W   ,37.9      ,32.7      ,2643      ,29.4      ,70.6
YLR387C   ,38.9      ,34.8      ,1299      ,26.3      ,73.7
YLR388W   ,42.7      ,30.4      ,171       ,26.9      ,73.1
YLR389C   ,38.5      ,32.5      ,2967      ,29.1      ,70.9
YLR390W   ,44.0      ,33.0      ,339       ,23.0      ,77.0
YLR392C   ,36.7      ,35.3      ,1557      ,27.9      ,72.1
YLR393W   ,42.6      ,30.8      ,840       ,26.5      ,73.5
YLR394W   ,38.0      ,33.7      ,1449      ,28.2      ,71.8
YLR395C   ,38.8      ,31.2      ,237       ,30.0      ,70.0
YLR396C   ,36.8      ,34.1      ,2076      ,29.2      ,70.8
YLR398C   ,38.3      ,34.1      ,3864      ,27.6      ,72.4
YLR399C   ,43.0      ,34.9      ,2061      ,22.1      ,77.9
YLR401C   ,42.9      ,33.1      ,1830      ,24.0      ,76.0
YLR403W   ,38.6      ,34.2      ,2052      ,27.1      ,72.9
YLR404W   ,36.6      ,32.4      ,858       ,31.0      ,69.0
YLR405W   ,42.2      ,30.1      ,1104      ,27.7      ,72.3
YLR406C   ,40.2      ,30.2      ,691       ,29.5      ,70.5
YLR407W   ,42.6      ,35.1      ,690       ,22.3      ,77.7
YLR409C   ,39.2      ,31.4      ,2820      ,29.4      ,70.6
YLR412W   ,36.5      ,36.2      ,825       ,27.3      ,72.7
YLR413W   ,41.0      ,28.5      ,2028      ,30.5      ,69.5
YLR414C   ,41.3      ,25.8      ,792       ,33.0      ,67.0
YLR415C   ,52.5      ,22.7      ,339       ,24.8      ,75.2
YLR417W   ,41.0      ,32.7      ,1701      ,26.3      ,73.7
YLR418C   ,38.8      ,33.8      ,1182      ,27.4      ,72.6
YLR419W   ,36.8      ,36.0      ,4308      ,27.2      ,72.8
YLR420W   ,39.8      ,32.6      ,1095      ,27.6      ,72.4
YLR421C   ,38.2      ,34.4      ,471       ,27.4      ,72.6
YLR422W   ,37.2      ,32.6      ,5799      ,30.2      ,69.8
YLR423C   ,34.2      ,38.7      ,1254      ,27.1      ,72.9
YLR424W   ,36.7      ,35.5      ,2127      ,27.7      ,72.3
YLR425W   ,37.3      ,34.6      ,3924      ,28.1      ,71.9
YLR426W   ,42.7      ,29.5      ,1052      ,27.9      ,72.1
YLR427W   ,40.5      ,33.7      ,2013      ,25.8      ,74.2
YLR429W   ,42.8      ,32.8      ,1956      ,24.4      ,75.6
YLR430W   ,38.4      ,33.3      ,6696      ,28.3      ,71.7
YLR431C   ,38.3      ,37.8      ,1362      ,23.9      ,76.1
YLR432W   ,40.7      ,28.7      ,1572      ,30.6      ,69.4
YLR433C   ,38.8      ,33.0      ,1662      ,28.2      ,71.8
YLR435W   ,36.9      ,36.4      ,750       ,26.7      ,73.3
YLR436C   ,38.3      ,31.4      ,3825      ,30.3      ,69.7
YLR437C   ,53.0      ,29.6      ,402       ,17.4      ,82.6
YLR438C   ,49.3      ,30.0      ,270       ,20.7      ,79.3
YLR438W   ,51.8      ,23.7      ,1275      ,24.5      ,75.5
YLR439W   ,47.7      ,30.5      ,960       ,21.8      ,78.2
YLR440C   ,37.7      ,34.6      ,2130      ,27.6      ,72.4
YLR441C   ,40.2      ,32.9      ,768       ,26.8      ,73.2
YLR442C   ,36.5      ,37.5      ,2937      ,26.0      ,74.0
YLR443W   ,41.1      ,30.2      ,1347      ,28.7      ,71.3
YLR445W   ,38.0      ,39.8      ,405       ,22.2      ,77.8
YLR446W   ,37.7      ,32.8      ,1302      ,29.5      ,70.5
YLR450W   ,39.3      ,29.2      ,3138      ,31.5      ,68.5
YLR451W   ,38.3      ,34.9      ,2661      ,26.8      ,73.2
YLR452C   ,36.3      ,33.6      ,2097      ,30.0      ,70.0
YLR453C   ,34.7      ,35.9      ,1188      ,29.4      ,70.6
YLR456W   ,33.3      ,36.4      ,615       ,30.2      ,69.8
YLR457C   ,38.4      ,38.4      ,960       ,23.1      ,76.9
YLR459W   ,37.1      ,25.6      ,1185      ,37.3      ,62.7
YML001W   ,38.4      ,32.2      ,627       ,29.3      ,70.7
YML002W   ,35.3      ,34.7      ,3272      ,30.0      ,70.0
YML004C   ,40.7      ,32.2      ,981       ,27.1      ,72.9
YML005W   ,37.2      ,33.5      ,1389      ,29.2      ,70.8
YML006C   ,37.2      ,35.9      ,2325      ,27.0      ,73.0
YML010W   ,43.3      ,32.6      ,3192      ,24.2      ,75.8
YML013W   ,44.0      ,31.0      ,1755      ,25.0      ,75.0
YML014W   ,47.5      ,31.1      ,840       ,21.4      ,78.6
YML016C   ,38.2      ,32.8      ,2079      ,29.0      ,71.0
YML018C   ,42.6      ,25.9      ,1182      ,31.5      ,68.5
YML019W   ,37.6      ,28.8      ,999       ,33.5      ,66.5
YML020W   ,39.9      ,34.7      ,1995      ,25.4      ,74.6
YML021C   ,41.2      ,33.1      ,1080      ,25.7      ,74.3
YML022W   ,42.0      ,27.0      ,564       ,31.0      ,69.0
YML023C   ,37.8      ,30.0      ,1671      ,32.1      ,67.9
YML025C   ,42.1      ,31.9      ,960       ,26.0      ,74.0
YML026C   ,37.9      ,33.7      ,842       ,28.4      ,71.6
YML027W   ,45.0      ,32.4      ,1158      ,22.6      ,77.4
YML028W   ,46.5      ,27.6      ,591       ,25.9      ,74.1
YML029W   ,40.3      ,31.8      ,2517      ,27.9      ,72.1
YML030W   ,44.8      ,33.8      ,480       ,21.5      ,78.5
YML031W   ,42.0      ,30.2      ,1968      ,27.8      ,72.2
YML032C   ,43.0      ,33.4      ,1515      ,23.6      ,76.4
YML034W   ,38.4      ,35.0      ,2631      ,26.6      ,73.4
YML035C   ,40.0      ,31.6      ,2433      ,28.4      ,71.6
YML036W   ,34.9      ,33.5      ,570       ,31.6      ,68.4
YML037C   ,40.4      ,36.3      ,1023      ,23.4      ,76.6
YML042W   ,39.5      ,31.8      ,2013      ,28.7      ,71.3
YML047C   ,33.7      ,35.4      ,1059      ,30.9      ,69.1
YML048W   ,41.2      ,30.7      ,1212      ,28.1      ,71.9
YML049C   ,38.3      ,32.6      ,4086      ,29.1      ,70.9
YML050W   ,38.2      ,32.5      ,936       ,29.3      ,70.7
YML051W   ,40.8      ,31.3      ,1308      ,27.9      ,72.1
YML052W   ,45.7      ,24.3      ,909       ,30.0      ,70.0
YML053C   ,36.8      ,39.1      ,639       ,24.1      ,75.9
YML054C   ,41.1      ,31.6      ,1776      ,27.3      ,72.7
YML058W   ,45.4      ,29.2      ,315       ,25.4      ,74.6
YML059C   ,40.5      ,30.6      ,5040      ,28.9      ,71.1
YML060W   ,40.1      ,33.7      ,1131      ,26.2      ,73.8
YML061C   ,39.3      ,35.0      ,2580      ,25.7      ,74.3
YML062C   ,39.4      ,38.9      ,1179      ,21.7      ,78.3
YML063W   ,40.1      ,32.3      ,768       ,27.6      ,72.4
YML064C   ,41.9      ,33.3      ,738       ,24.8      ,75.2
YML065W   ,37.1      ,36.8      ,2745      ,26.0      ,74.0
YML066C   ,40.3      ,29.5      ,1110      ,30.3      ,69.7
YML067C   ,37.4      ,30.1      ,1152      ,32.5      ,67.5
YML071C   ,37.4      ,39.0      ,1824      ,23.5      ,76.5
YML075C   ,39.9      ,29.2      ,3165      ,31.0      ,69.0
YML076C   ,38.2      ,34.1      ,2835      ,27.7      ,72.3
YML077W   ,37.1      ,33.8      ,480       ,29.2      ,70.8
YML078W   ,41.7      ,29.5      ,549       ,28.8      ,71.2
YML079W   ,40.6      ,32.3      ,606       ,27.1      ,72.9
YML080W   ,40.6      ,33.5      ,1272      ,25.9      ,74.1
YML081C   ,41.1      ,28.3      ,180       ,30.6      ,69.4
YML081W   ,38.2      ,33.2      ,3756      ,28.6      ,71.4
YML082W   ,42.9      ,31.7      ,1950      ,25.3      ,74.7
YML087C   ,39.6      ,30.9      ,939       ,29.5      ,70.5
YML088W   ,39.9      ,33.1      ,2007      ,27.0      ,73.0
YML089C   ,45.0      ,26.0      ,369       ,29.0      ,71.0
YML091C   ,33.8      ,35.3      ,3609      ,30.9      ,69.1
YML092C   ,42.2      ,30.3      ,753       ,27.5      ,72.5
YML093W   ,39.4      ,38.8      ,2700      ,21.8      ,78.2
YML094W   ,39.3      ,37.2      ,575       ,23.5      ,76.5
YML095C   ,36.0      ,37.8      ,633       ,26.2      ,73.8
YML096W   ,37.7      ,32.3      ,1578      ,30.0      ,70.0
YML097C   ,37.8      ,35.6      ,1356      ,26.5      ,73.5
YML098W   ,43.3      ,35.5      ,504       ,21.2      ,78.8
YML101C   ,51.4      ,27.7      ,354       ,20.9      ,79.1
YML102W   ,49.0      ,27.1      ,1407      ,24.0      ,76.0
YML103C   ,33.9      ,33.4      ,4968      ,32.7      ,67.3
YML104C   ,35.1      ,34.5      ,3384      ,30.4      ,69.6
YML105C   ,39.3      ,35.3      ,822       ,25.4      ,74.6
YML106W   ,41.1      ,30.2      ,681       ,28.6      ,71.4
YML107C   ,38.2      ,33.9      ,1161      ,28.0      ,72.0
YML108W   ,34.0      ,38.7      ,318       ,27.4      ,72.6
YML109W   ,39.7      ,35.8      ,2829      ,24.4      ,75.6
YML110C   ,40.6      ,29.4      ,924       ,30.0      ,70.0
YML111W   ,36.8      ,35.8      ,2763      ,27.4      ,72.6
YML112W   ,43.0      ,34.0      ,891       ,23.0      ,77.0
YML113W   ,49.8      ,31.7      ,747       ,18.5      ,81.5
YML114C   ,42.8      ,35.2      ,1533      ,22.0      ,78.0
YML115C   ,40.4      ,31.5      ,1608      ,28.1      ,71.9
YML116W   ,39.1      ,26.6      ,1629      ,34.3      ,65.7
YML117W   ,39.0      ,34.4      ,3405      ,26.7      ,73.3
YML118W   ,41.2      ,34.8      ,1518      ,23.9      ,76.1
YML119W   ,41.1      ,34.6      ,1074      ,24.3      ,75.7
YML120C   ,42.7      ,30.9      ,1542      ,26.3      ,73.7
YML121W   ,38.2      ,32.3      ,933       ,29.6      ,70.4
YML126C   ,39.6      ,31.4      ,1476      ,29.0      ,71.0
YML127W   ,42.7      ,28.6      ,1746      ,28.7      ,71.3
YML128C   ,42.2      ,32.2      ,1542      ,25.6      ,74.4
YMR002W   ,49.7      ,29.1      ,471       ,21.2      ,78.8
YMR003W   ,36.2      ,35.8      ,597       ,28.0      ,72.0
YMR004W   ,37.4      ,36.9      ,1536      ,25.7      ,74.3
YMR005W   ,41.1      ,36.2      ,1167      ,22.7      ,77.3
YMR006C   ,41.7      ,27.3      ,2121      ,31.0      ,69.0
YMR008C   ,42.2      ,26.3      ,1995      ,31.5      ,68.5
YMR009W   ,41.5      ,33.3      ,540       ,25.2      ,74.8
YMR010W   ,35.8      ,30.4      ,1218      ,33.8      ,66.2
YMR011W   ,39.9      ,25.1      ,1626      ,35.1      ,64.9
YMR015C   ,38.3      ,29.6      ,1617      ,32.0      ,68.0
YMR018W   ,34.4      ,38.1      ,1545      ,27.5      ,72.5
YMR023C   ,38.0      ,33.6      ,1581      ,28.4      ,71.6
YMR024W   ,40.5      ,32.1      ,1173      ,27.5      ,72.5
YMR025W   ,32.5      ,39.8      ,888       ,27.7      ,72.3
YMR026C   ,38.6      ,32.8      ,1200      ,28.7      ,71.3
YMR027W   ,40.1      ,31.2      ,1413      ,28.7      ,71.3
YMR030W   ,37.9      ,36.0      ,1131      ,26.1      ,73.9
YMR033W   ,35.1      ,35.4      ,1490      ,29.5      ,70.5
YMR034C   ,39.8      ,27.0      ,1305      ,33.3      ,66.7
YMR035W   ,43.1      ,30.7      ,534       ,26.2      ,73.8
YMR036C   ,37.6      ,33.9      ,1665      ,28.5      ,71.5
YMR039C   ,39.9      ,41.8      ,879       ,18.3      ,81.7
YMR040W   ,37.1      ,32.7      ,483       ,30.2      ,69.8
YMR041C   ,39.8      ,31.6      ,1008      ,28.6      ,71.4
YMR042W   ,51.3      ,31.5      ,534       ,17.2      ,82.8
YMR043W   ,46.6      ,36.6      ,861       ,16.8      ,83.2
YMR047C   ,42.4      ,33.0      ,3342      ,24.6      ,75.4
YMR048W   ,39.9      ,34.5      ,954       ,25.6      ,74.4
YMR055C   ,43.6      ,27.7      ,921       ,28.7      ,71.3
YMR059W   ,37.4      ,36.2      ,447       ,26.4      ,73.6
YMR060C   ,36.6      ,34.8      ,984       ,28.7      ,71.3
YMR061W   ,35.3      ,36.2      ,2034      ,28.5      ,71.5
YMR062C   ,40.3      ,31.0      ,1326      ,28.7      ,71.3
YMR063W   ,43.2      ,26.9      ,720       ,29.9      ,70.1
YMR064W   ,35.4      ,36.5      ,1557      ,28.1      ,71.9
YMR065W   ,35.6      ,34.8      ,1515      ,29.6      ,70.4
YMR067C   ,39.4      ,34.5      ,1251      ,26.1      ,73.9
YMR068W   ,43.9      ,33.0      ,1281      ,23.1      ,76.9
YMR070W   ,42.3      ,35.4      ,1473      ,22.3      ,77.7
YMR071C   ,38.1      ,29.2      ,504       ,32.7      ,67.3
YMR072W   ,38.0      ,36.8      ,552       ,25.2      ,74.8
YMR075W   ,34.3      ,38.6      ,2055      ,27.1      ,72.9
YMR079W   ,37.2      ,31.7      ,1071      ,31.2      ,68.8
YMR081C   ,40.4      ,32.0      ,1017      ,27.6      ,72.4
YMR083W   ,42.2      ,28.4      ,1128      ,29.4      ,70.6
YMR084W   ,40.1      ,31.8      ,2162      ,28.1      ,71.9
YMR086W   ,40.7      ,37.4      ,2883      ,21.9      ,78.1
YMR087W   ,39.1      ,31.1      ,855       ,29.8      ,70.2
YMR090W   ,40.5      ,30.3      ,684       ,29.2      ,70.8
YMR091C   ,39.2      ,35.6      ,1308      ,25.2      ,74.8
YMR092C   ,41.0      ,29.8      ,1848      ,29.3      ,70.7
YMR093W   ,40.5      ,31.3      ,1542      ,28.2      ,71.8
YMR094W   ,34.8      ,36.3      ,1437      ,28.9      ,71.1
YMR095C   ,40.1      ,29.9      ,675       ,29.9      ,70.1
YMR096W   ,43.0      ,29.5      ,894       ,27.5      ,72.5
YMR097C   ,36.9      ,36.8      ,1104      ,26.4      ,73.6
YMR098C   ,36.8      ,35.6      ,1839      ,27.6      ,72.4
YMR099C   ,38.6      ,32.3      ,894       ,29.1      ,70.9
YMR100W   ,36.2      ,36.4      ,1863      ,27.3      ,72.7
YMR101C   ,34.1      ,35.6      ,1032      ,30.3      ,69.7
YMR102C   ,40.0      ,33.1      ,2505      ,26.8      ,73.2
YMR104C   ,40.1      ,32.1      ,2034      ,27.8      ,72.2
YMR105C   ,41.2      ,29.5      ,1710      ,29.4      ,70.6
YMR106C   ,39.5      ,34.9      ,1890      ,25.6      ,74.4
YMR107W   ,42.5      ,36.8      ,348       ,20.7      ,79.3
YMR108W   ,43.6      ,29.7      ,2064      ,26.7      ,73.3
YMR110C   ,37.2      ,32.5      ,1599      ,30.3      ,69.7
YMR111C   ,41.4      ,36.6      ,1389      ,22.0      ,78.0
YMR112C   ,39.6      ,38.6      ,396       ,21.7      ,78.3
YMR113W   ,39.5      ,32.2      ,1284      ,28.3      ,71.7
YMR114C   ,41.7      ,36.4      ,1107      ,21.9      ,78.1
YMR115W   ,37.6      ,36.0      ,1506      ,26.4      ,73.6
YMR116C   ,42.4      ,26.2      ,1233      ,31.4      ,68.6
YMR117C   ,35.2      ,39.9      ,642       ,24.9      ,75.1
YMR121C   ,44.2      ,34.8      ,615       ,21.0      ,79.0
YMR122W   ,49.8      ,20.0      ,255       ,30.2      ,69.8
YMR124W   ,39.9      ,36.2      ,2832      ,23.9      ,76.1
YMR125W   ,34.4      ,33.8      ,2908      ,31.8      ,68.2
YMR126C   ,35.9      ,32.4      ,1029      ,31.8      ,68.2
YMR127C   ,37.9      ,33.6      ,1017      ,28.5      ,71.5
YMR131C   ,40.2      ,33.5      ,1536      ,26.3      ,73.7
YMR132C   ,35.2      ,40.8      ,627       ,23.9      ,76.1
YMR136W   ,39.2      ,34.0      ,1683      ,26.8      ,73.2
YMR138W   ,41.5      ,32.5      ,576       ,26.0      ,74.0
YMR139W   ,37.4      ,34.1      ,1113      ,28.6      ,71.4
YMR145C   ,41.1      ,29.5      ,1683      ,29.5      ,70.5
YMR146C   ,42.6      ,31.3      ,1044      ,26.1      ,73.9
YMR147W   ,39.7      ,34.7      ,672       ,25.6      ,74.4
YMR148W   ,42.7      ,26.4      ,447       ,30.9      ,69.1
YMR149W   ,41.7      ,28.3      ,861       ,30.0      ,70.0
YMR150C   ,41.2      ,29.3      ,573       ,29.5      ,70.5
YMR152W   ,38.4      ,31.9      ,1098      ,29.7      ,70.3
YMR153W   ,39.2      ,35.1      ,1428      ,25.7      ,74.3
YMR154C   ,36.9      ,32.7      ,2184      ,30.4      ,69.6
YMR155W   ,38.4      ,28.2      ,1644      ,33.4      ,66.6
YMR156C   ,38.5      ,34.0      ,717       ,27.5      ,72.5
YMR157C   ,39.1      ,32.7      ,768       ,28.3      ,71.7
YMR160W   ,36.9      ,35.1      ,2451      ,28.0      ,72.0
YMR161W   ,42.5      ,31.1      ,675       ,26.4      ,73.6
YMR168C   ,36.9      ,32.7      ,1827      ,30.3      ,69.7
YMR169C   ,41.1      ,30.2      ,1521      ,28.7      ,71.3
YMR170C   ,41.7      ,29.5      ,1521      ,28.8      ,71.2
YMR171C   ,39.2      ,33.5      ,1653      ,27.3      ,72.7
YMR175W   ,41.7      ,39.6      ,240       ,18.8      ,81.2
YMR176W   ,36.2      ,33.5      ,4236      ,30.3      ,69.7
YMR178W   ,37.2      ,34.5      ,825       ,28.2      ,71.8
YMR179W   ,37.6      ,37.7      ,2277      ,24.6      ,75.4
